id,username,created_at,lng,lat,text
1517675625594597377,dictionaryhill,Sat Apr 23 01:24:00 +0000 2022,-119.30660750000001,37.2691755,Looks like I wasn't the only one thinking about this. S&amp;P global released a (insane) note today on Tesla creditRo… https://t.co/UR2QRPsiuf
1517675628450918400,chrisLBS1,Sat Apr 23 01:24:01 +0000 2022,-121.979527,37.5236445,Canadian geese…#sungazing #nature #sun #spirituality #earthing #thirdeye #landscape #awakening #divinemasculine… https://t.co/CWglOQuZjX
1517675652551376896,Chach510,Sat Apr 23 01:24:07 +0000 2022,-121.981905,37.961356,"The Waldos, joint-blazing San Rafael originators of term '420,' tell their story https://t.co/5kgeUNUNAw"
1517675669857005569,SourSportsLivie,Sat Apr 23 01:24:11 +0000 2022,-122.27952149999999,37.8758455,JUST WITNESSED @CalBaseball HIT BACK TO BACK TO BACK HOMERS TO START THEIR GAME!!!!!!!
1517675688387440640,fleasname,Sat Apr 23 01:24:15 +0000 2022,-122.4359785,37.7706565,"@KingKrymsn Jesus, not before me asshole"
1517675695052181505,reinhartsivan,Sat Apr 23 01:24:17 +0000 2022,-119.30660750000001,37.2691755,"WIFEY GOT FLOWERS FROM @raveena_aurora 💞💐🥺💜 we love you, you killed it angel! (ps thank you for singing to me durin… https://t.co/qT4PXDpxMm"
1517675764375711744,lifeofluzige,Sat Apr 23 01:24:33 +0000 2022,-121.9986445,37.973327,You are a star baby girl.You were built to shine.Not from just anywhereBut in the sky ⭐️
1517675806792716289,518Sunflower,Sat Apr 23 01:24:44 +0000 2022,-119.30660750000001,37.2691755,@RoRochellle Great Jacket!!
1517675815172927488,krystenndior,Sat Apr 23 01:24:46 +0000 2022,-122.4359785,37.7706565,every time in abbey's car
1517675814942175232,GradyFrankJay,Sat Apr 23 01:24:45 +0000 2022,-122.2286855,37.791994,"So this song…in the ott years I had this very, very, VERY fiery relationship with a still special man of my past. H… https://t.co/X0dCHKKLCA"
1517675842851069952,shainblum,Sat Apr 23 01:24:52 +0000 2022,-122.4359785,37.7706565,@giltamin lovely processing Gil!
